text,label
Broadband bill payment,Utilities
Monthly rent for PG accommodation,Housing
Farewell gift for colleague,Gifts
Broadband bill payment,Utilities
Sports equipment purchase,Shopping
Doctor's consultation fee,Healthcare
Postpaid mobile bill payment,Utilities
Travel insurance for trip,Insurance
Yoga class payment,Healthcare
Gift from relative,Income
Music concert tickets,Recreation
Exam fee payment,Education
Doctor's consultation fee,Healthcare
Hotel booking for trip,Travel
Sightseeing tour fee,Travel
Online shopping on Flipkart,Personal Spending
Refund from online purchase,Income
Education loan EMI,Saving & Debt
Bought stocks on Groww,Investments
Cable TV subscription fee,Utilities
ATM withdrawal fee,Miscellaneous
Laundry service payment,Housing
Security deposit for new room,Housing
Parking fee at mall,Miscellaneous
Eye checkup at optician,Healthcare
Donation to charity,Gifts
Monthly rent for PG accommodation,Housing
Loan repayment to friend,Saving & Debt
Monthly allowance from parents,Income
Books from local store,Miscellaneous
Doctor's consultation fee,Healthcare
Café hangout with friends,Recreation
Juice from fruit vendor,Food
Electronics from Amazon,Shopping
Paid college tuition fees,Education
Netflix subscription renewal,Recreation
Broadband bill payment,Utilities
Stationery purchase for college,Miscellaneous
Parking fee at mall,Miscellaneous
Exam fee payment,Education
Invested in mutual funds,Investments
Interest from fixed deposit,Income
Peer-to-peer lending,Investments
Internet bill for PG,Housing
Metro card top-up,Transportation
Hotel booking for trip,Travel
Cosmetics from Sephora,Personal Spending
Cable TV subscription fee,Utilities
Jewelry purchase,Personal Spending
Credit card payment,Saving & Debt
Dinner at a local dhaba,Food
Piggy bank savings,Saving & Debt
Donation to charity,Gifts
Doctor's consultation fee,Healthcare
Water bill for hostel,Housing
Bank service charge,Miscellaneous
Electronics from Amazon,Shopping
Train ticket to hometown,Transportation
Weekend trip to Goa,Recreation
Accessories from Flipkart,Shopping
Gym membership fee,Healthcare
Credit card payment,Saving & Debt
Room cleaning service fee,Housing
Monthly savings deposit,Saving & Debt
Video game purchase,Recreation
Sports event tickets,Recreation
Cosmetics from Sephora,Personal Spending
DTH recharge,Utilities
Dinner at a local dhaba,Food
Ola ride to railway station,Transportation
Electricity bill for shared apartment,Housing
Sightseeing tour fee,Travel
Mobile recharge for prepaid plan,Utilities
Street food at local market,Food
Workshop registration fee,Education
Parking fee at mall,Transportation
Bought textbooks,Education
Farewell gift for colleague,Gifts
Gold purchase,Saving & Debt
Train ticket to Delhi,Travel
Maintenance charges for shared apartment,Housing
Electronics from Amazon,Shopping
Bought textbooks,Education
Canteen lunch at college,Food
Sunglasses from Ray-Ban,Personal Spending
COVID-19 test fee,Healthcare
Courier service fee,Miscellaneous
Parking fee at mall,Transportation
Perfume purchase from Nykaa,Personal Spending
Backpack purchase for trip,Travel
Home insurance premium,Insurance
Gift from relative,Income
Parking fee at mall,Transportation
Parking fee at mall,Transportation
Piggy bank savings,Saving & Debt
Amusement park entry fee,Recreation
Fixed deposit interest received,Saving & Debt
Refund from online purchase,Income
Farewell gift for colleague,Gifts
Home decor items,Shopping
Home insurance premium,Insurance
Gift from relative,Income
Gold purchase,Saving & Debt
Photocopy charges,Miscellaneous
Sightseeing tour fee,Travel
Juice from fruit vendor,Food
Home insurance premium,Insurance
Tea and snacks at tapri,Food
Security deposit for new room,Housing
Home decor items,Shopping
Groceries from local store,Shopping
Haircut at local salon,Personal Spending
Shoes from Nike,Shopping
Groceries from local store,Food
Video game purchase,Recreation
Watch purchase from Titan,Personal Spending
Scholarship received,Income
Sightseeing tour fee,Travel
Travel guidebook purchase,Travel
Clothes from Myntra,Shopping
Monthly savings deposit,Saving & Debt
Purchased gold coins,Investments
Wedding gift for cousin,Gifts
Online course subscription,Education
Gym membership fee,Healthcare
Sports equipment purchase,Shopping
Sightseeing tour fee,Travel
Online course subscription,Education
Farewell gift for colleague,Gifts
Accidental insurance for college,Insurance
Car insurance payment,Insurance
Car insurance payment,Insurance
Flight booking to Goa,Travel
Physiotherapy session fee,Healthcare
Scholarship received,Income
Fuel for bike,Transportation
Invested in fixed deposit,Investments
Groceries from local store,Shopping
Jewelry purchase,Personal Spending
Accidental insurance for college,Insurance
Canteen lunch at college,Food
Purchased gold coins,Investments
Housewarming gift,Gifts
Monthly rent for PG accommodation,Housing
Physiotherapy session fee,Healthcare
Bike insurance renewal,Insurance
Housewarming gift,Gifts
Canteen lunch at college,Food
Backpack purchase for trip,Travel
Farewell gift for colleague,Gifts
Invested in mutual funds,Investments
Kitchen appliances purchase,Shopping
Netflix subscription renewal,Recreation
Ice cream at Naturals,Food
Bus pass recharge,Transportation
Doctor's consultation fee,Healthcare
Farewell gift for colleague,Gifts
Piggy bank savings,Saving & Debt
Invested in mutual funds,Investments
Accessories from Flipkart,Shopping
Flight booking for vacation,Transportation
Farewell gift for colleague,Gifts
Started a SIP in Nifty 50,Investments
Home decor items,Shopping
Breakfast at college canteen,Food
Paid hostel fees,Housing
Diwali gift for family,Gifts
Part-time job salary,Income
Car insurance payment,Insurance
Bought stocks on Groww,Investments
Cable TV subscription fee,Utilities
Bike insurance renewal,Insurance
Maintenance charges for shared apartment,Housing
Dinner at a local dhaba,Food
Ola ride to railway station,Transportation
Anniversary gift for parents,Gifts
Education loan EMI,Saving & Debt
Donation to charity,Miscellaneous
Taxi fare to airport,Travel
Music concert tickets,Recreation
Bus ticket to hometown,Travel
Furniture purchase for room,Housing
Jewelry purchase,Personal Spending
Amusement park entry fee,Recreation
Sports equipment purchase,Shopping
Gas cylinder refill,Utilities
Auto rickshaw fare to college,Transportation
Clothes from Myntra,Shopping
Juice from fruit vendor,Food
Freelance project payment,Income
Street food at local market,Food
Donation to charity,Miscellaneous
Movie tickets at PVR,Recreation
Photocopy charges,Miscellaneous
Hotel booking for trip,Travel
Train ticket to hometown,Transportation
Ice cream at Naturals,Food
Bonds purchase,Investments
Flight booking for vacation,Transportation
Monthly rent for PG accommodation,Housing
Freelance project payment,Income
Gift from relative,Income
Gift for friend's birthday,Personal Spending
Kitchen appliances purchase,Shopping
Courier service fee,Miscellaneous
Canteen lunch at college,Food
Physiotherapy session fee,Healthcare
Cashback received from Amazon,Income
Peer-to-peer lending,Investments
Ice cream at Naturals,Food
Doctor's consultation fee,Healthcare
Gas cylinder refill,Utilities
Accidental insurance for college,Insurance
Pizza delivery from Domino's,Food
COVID-19 test fee,Healthcare
LPG bill payment,Utilities
Monthly rent for PG accommodation,Housing
Netflix subscription renewal,Recreation
Baby shower gift,Gifts
Electricity bill for shared apartment,Utilities
Doctor's consultation fee,Healthcare
Kitchen appliances purchase,Shopping
New clothes from local market,Personal Spending
Accessories from Flipkart,Shopping
Watch purchase from Titan,Personal Spending
Loan repayment to friend,Saving & Debt
Security deposit for new room,Housing
Bank service charge,Miscellaneous
Real estate investment,Investments
Internet bill for PG,Housing
Stationery purchase for college,Education
Gas cylinder refill,Utilities
Eye checkup at optician,Healthcare
Dinner at a local dhaba,Food
Online course subscription,Education
Parking fee at mall,Transportation
Stock market investment,Saving & Debt
Ola ride to railway station,Travel
Travel insurance for trip,Insurance
Stock market investment,Saving & Debt
Cashback received from Amazon,Income
Concert tickets for Arijit Singh,Recreation
Electricity bill for shared apartment,Utilities
Pizza delivery from Domino's,Food
Fixed deposit interest received,Saving & Debt
Auto rickshaw fare to college,Transportation
Bus ticket to hometown,Travel
Music concert tickets,Recreation
Gadgets from Croma,Shopping
Travel guidebook purchase,Travel
Furniture from Pepperfry,Shopping
LPG bill payment,Utilities
Juice from fruit vendor,Food
Laundry service payment,Housing
Fixed deposit interest received,Saving & Debt
Electricity bill for shared apartment,Housing
Bicycle repair charges,Transportation
Donation to charity,Miscellaneous
Car insurance payment,Insurance
Breakfast at college canteen,Food
Ayurvedic treatment payment,Healthcare
Education loan EMI,Saving & Debt
Bought textbooks,Education
Bought textbooks,Education
Electricity bill for shared apartment,Utilities
Health supplement purchase,Healthcare
Canteen lunch at college,Food
Metro card top-up,Transportation
Flight booking to Goa,Travel
Sports equipment purchase,Shopping
Photocopy charges,Miscellaneous
Baby shower gift,Gifts
Concert tickets for Arijit Singh,Recreation
Dividend from stocks,Income
Medicines from local pharmacy,Healthcare
Cable TV subscription fee,Utilities
Gold purchase,Saving & Debt
Online shopping on Flipkart,Personal Spending
LPG bill payment,Utilities
Dividend from stocks,Income
Car insurance payment,Insurance
Accidental insurance for college,Insurance
Flight booking for vacation,Transportation
Purchased gold coins,Investments
Purchased gold coins,Investments
Invested in fixed deposit,Investments
Real estate investment,Investments
Started a SIP in Nifty 50,Investments
LPG bill payment,Utilities
Online shopping on Flipkart,Personal Spending
Sightseeing tour fee,Travel
Sightseeing tour fee,Travel
Credit card payment,Saving & Debt
Thank you gift for teacher,Gifts
Eye checkup at optician,Healthcare
Parking fee at mall,Transportation
Library membership fee,Education
ATM withdrawal fee,Miscellaneous
Baby shower gift,Gifts
Furniture purchase for room,Housing
Car insurance payment,Insurance
Bus pass recharge,Transportation
Fuel for bike,Transportation
Scholarship received,Income
Bike insurance renewal,Insurance
Accidental insurance for college,Insurance
Café hangout with friends,Recreation
Medical insurance for family,Insurance
Refund from online purchase,Income
Movie tickets at PVR,Recreation
Travel insurance for trip,Insurance
Pizza delivery from Domino's,Food
Maintenance charges for shared apartment,Housing
Anniversary gift for parents,Gifts
Physiotherapy session fee,Healthcare
New clothes from local market,Personal Spending
Accidental insurance for college,Insurance
Gym membership fee,Healthcare
Invested in fixed deposit,Investments
Baby shower gift,Gifts
Stationery purchase for college,Education
Printing charges for project,Miscellaneous
Bowling alley charges,Recreation
Books from local store,Miscellaneous
Cable TV subscription fee,Utilities
Electricity bill for shared apartment,Housing
ETF investment,Investments
Dinner at a local dhaba,Food
Weekend trip to Goa,Recreation
Bicycle repair charges,Transportation
Street food at local market,Food
Yoga class payment,Healthcare
Café hangout with friends,Recreation
Electricity bill for shared apartment,Housing
Broadband bill payment,Utilities
Dividend from stocks,Income
Netflix subscription renewal,Recreation
Train ticket to Delhi,Travel
Cosmetics from Sephora,Personal Spending
Purchased gold coins,Investments
Bought stocks on Groww,Investments
Paid college tuition fees,Education
Medical insurance for family,Insurance
Monthly rent for PG accommodation,Housing
Car insurance payment,Insurance
Amusement park entry fee,Recreation
Invested in fixed deposit,Investments
Farewell gift for colleague,Gifts
Stationery purchase for college,Education
Cable TV subscription fee,Utilities
Stock market investment,Saving & Debt
Water bill for hostel,Housing
Street food at local market,Food
Movie tickets at PVR,Recreation
Medicines from local pharmacy,Healthcare
Accessories from Flipkart,Shopping
Life insurance premium,Insurance
Accessories from Flipkart,Shopping
Scholarship received,Income
Video game purchase,Recreation
Mobile recharge for prepaid plan,Utilities
Accessories from Flipkart,Shopping
Invested in mutual funds,Investments
Street food at local market,Food
Project material purchase,Education
Printing charges for project,Miscellaneous
Online shopping on Flipkart,Personal Spending
Uber ride to friend's place,Transportation
Stationery purchase for college,Miscellaneous
Water cooler refill,Utilities
ETF investment,Investments
Freelance project payment,Income
Workshop registration fee,Education
Medicines from local pharmacy,Healthcare
Ola ride to railway station,Transportation
Photocopy charges,Miscellaneous
Sightseeing tour fee,Travel
Ice cream at Naturals,Food
Courier service fee,Miscellaneous
Gift from relative,Income
Taxi fare to airport,Travel
Monthly savings deposit,Saving & Debt
Library membership fee,Education
Gift for friend's birthday,Personal Spending
Concert tickets for Arijit Singh,Recreation
Online shopping on Flipkart,Personal Spending
Exam fee payment,Education
Freelance project payment,Income
Physiotherapy session fee,Healthcare
Bonds purchase,Investments
Doctor's consultation fee,Healthcare
Ice cream at Naturals,Food
Music concert tickets,Recreation
Travel insurance payment,Travel
Monthly savings deposit,Saving & Debt
Parking fee at mall,Transportation
Juice from fruit vendor,Food
Baby shower gift,Gifts
Tea and snacks at tapri,Food
Interest from fixed deposit,Income
Courier service fee,Miscellaneous
Yoga class payment,Healthcare
Scholarship received,Income
DTH recharge,Utilities
Juice from fruit vendor,Food
Electronics from Amazon,Shopping
Auto rickshaw fare to college,Transportation
Taxi fare to airport,Travel
Yoga class payment,Healthcare
Stationery purchase for college,Miscellaneous
Breakfast at college canteen,Food
Concert tickets for Arijit Singh,Recreation
Life insurance premium,Insurance
Recurring deposit payment,Saving & Debt
Sunglasses from Ray-Ban,Personal Spending
Furniture from Pepperfry,Shopping
Room cleaning service fee,Housing
Travel insurance payment,Travel
Concert tickets for Arijit Singh,Recreation
Cashback received from Amazon,Income
Weekend trip to Goa,Recreation
Gift for friend's birthday,Personal Spending
Netflix subscription renewal,Recreation
Cable TV subscription fee,Utilities
Train ticket to hometown,Transportation
ETF investment,Investments
Gym membership fee,Healthcare
Stock market investment,Saving & Debt
Laundry service payment,Housing
Shoes from Nike,Shopping
Housewarming gift,Gifts
Health supplement purchase,Healthcare
Cryptocurrency investment,Investments
Flight booking for vacation,Transportation
Ola ride to railway station,Travel
Cosmetics from Sephora,Personal Spending
Gold purchase,Saving & Debt
Sports equipment purchase,Shopping
Car insurance payment,Insurance
Cable TV subscription fee,Utilities
Dental checkup at clinic,Healthcare
Stationery purchase for college,Education
Term insurance premium,Insurance
Online shopping on Flipkart,Personal Spending
Internet bill for PG,Housing
Jewelry purchase,Personal Spending
Photocopy charges,Miscellaneous
Netflix subscription renewal,Recreation
Bought shoes from Myntra,Personal Spending
Security deposit for new room,Housing
Travel guidebook purchase,Travel
Accidental insurance for college,Insurance
Ordered food from Zomato,Food
Netflix subscription renewal,Recreation
Festival gift for relatives,Gifts
Cable TV subscription fee,Utilities
Peer-to-peer lending,Investments
Water bill for hostel,Housing
Haircut at local salon,Personal Spending
Medical insurance for family,Insurance
Metro card top-up,Transportation
Metro card top-up,Transportation
Sports equipment purchase,Shopping
Photocopy charges,Miscellaneous
Clothes from Myntra,Shopping
Café hangout with friends,Recreation
Two-wheeler insurance payment,Insurance
Laundry service payment,Housing
Printing charges for project,Miscellaneous
New clothes from local market,Personal Spending
Mutual fund investment,Saving & Debt
ETF investment,Investments
Health supplement purchase,Healthcare
Furniture purchase for room,Housing
Breakfast at college canteen,Food
Amusement park entry fee,Recreation
Sports event tickets,Recreation
Watch purchase from Titan,Personal Spending
Parking fee at mall,Transportation
Workshop registration fee,Education
Auto rickshaw fare to college,Transportation
Netflix subscription renewal,Recreation
Educational software purchase,Education
Online course subscription,Education
LPG bill payment,Utilities
Sunglasses from Ray-Ban,Personal Spending
Juice from fruit vendor,Food
Ayurvedic treatment payment,Healthcare
Part-time job salary,Income
Home decor items,Shopping
Prize money from competition,Income
Bank service charge,Miscellaneous
Gold purchase,Saving & Debt
Electricity bill for shared apartment,Utilities
Eye checkup at optician,Healthcare
Parking fee at mall,Miscellaneous
Bought shoes from Myntra,Personal Spending
Gold purchase,Saving & Debt
Jewelry purchase,Personal Spending
Mobile recharge for prepaid plan,Utilities
Haircut at local salon,Personal Spending
Travel insurance payment,Travel
Festival gift for relatives,Gifts
Uber ride to friend's place,Transportation
Life insurance premium,Insurance
Parking fee at mall,Miscellaneous
Real estate investment,Investments
Backpack purchase for trip,Travel
Cosmetics from Sephora,Personal Spending
Bus ticket to hometown,Travel
Ola ride to railway station,Transportation
Interest from fixed deposit,Income
Physiotherapy session fee,Healthcare
Ola ride to railway station,Transportation
Library membership fee,Education
Internet bill for PG,Housing
Electricity bill for shared apartment,Housing
Bought textbooks,Education
Health insurance premium,Insurance
Kitchen appliances purchase,Shopping
Courier service fee,Miscellaneous
Bonds purchase,Investments
COVID-19 test fee,Healthcare
Ordered food from Zomato,Food
Car insurance payment,Insurance
Wedding gift for cousin,Gifts
Internet bill payment,Utilities
Clothes from Myntra,Shopping
Furniture from Pepperfry,Shopping
Water cooler refill,Utilities
Wedding gift for cousin,Gifts
Scholarship received,Income
Stock market investment,Saving & Debt
Physiotherapy session fee,Healthcare
Birthday gift for friend,Gifts
Furniture from Pepperfry,Shopping
Shoes from Nike,Shopping
Amusement park entry fee,Recreation
Concert tickets for Arijit Singh,Recreation
Ordered food from Zomato,Food
Video game purchase,Recreation
Internet bill payment,Utilities
Sightseeing tour fee,Travel
Baby shower gift,Gifts
Gas cylinder refill,Utilities
Paid hostel fees,Housing
Sunglasses from Ray-Ban,Personal Spending
Street food at local market,Food
Post office parcel fee,Miscellaneous
Laundry service payment,Housing
Monthly savings deposit,Saving & Debt
Car insurance payment,Insurance
Auto rickshaw fare to college,Transportation
Diwali gift for family,Gifts
Bowling alley charges,Recreation
Stock market investment,Saving & Debt
Housewarming gift,Gifts
Travel insurance payment,Travel
Loan repayment to friend,Saving & Debt
Education loan EMI,Saving & Debt
COVID-19 test fee,Healthcare
Internet bill payment,Utilities
Online course subscription,Education
Parking fee at mall,Miscellaneous
Groceries from local store,Food
Invested in mutual funds,Investments
Sports equipment purchase,Shopping
Uber ride to friend's place,Transportation
Donation to charity,Gifts
Gas cylinder refill,Utilities
Sightseeing tour fee,Travel
Post office parcel fee,Miscellaneous
ETF investment,Investments
Baby shower gift,Gifts
Postpaid mobile bill payment,Utilities
Cosmetics from Sephora,Personal Spending
New clothes from local market,Personal Spending
Ayurvedic treatment payment,Healthcare
Freelance project payment,Income
Groceries from local store,Food
Monthly savings deposit,Saving & Debt
Travel guidebook purchase,Travel
Interest from fixed deposit,Income
Train ticket to hometown,Transportation
Water cooler refill,Utilities
Travel guidebook purchase,Travel
Health supplement purchase,Healthcare
Wedding gift for cousin,Gifts
Taxi fare to airport,Travel
Invested in fixed deposit,Investments
Bowling alley charges,Recreation
Flight booking to Goa,Travel
Peer-to-peer lending,Investments
Printing charges for project,Miscellaneous
Ayurvedic treatment payment,Healthcare
Cable TV subscription fee,Utilities
Yoga class payment,Healthcare
Maintenance charges for shared apartment,Housing
Baby shower gift,Gifts
Birthday gift for friend,Gifts
Amusement park entry fee,Recreation
Groceries from local store,Food
Maintenance charges for shared apartment,Housing
Dental checkup at clinic,Healthcare
Electricity bill for shared apartment,Utilities
Online shopping on Flipkart,Personal Spending
Seminar registration fee,Education
Freelance project payment,Income
Gold purchase,Saving & Debt
Real estate investment,Investments
Street food at local market,Food
Electricity bill for shared apartment,Housing
Bought shoes from Myntra,Personal Spending
Library membership fee,Education
Cable TV subscription fee,Utilities
Farewell gift for colleague,Gifts
Printing charges for project,Miscellaneous
Security deposit for new room,Housing
Bowling alley charges,Recreation
Fuel for bike,Transportation
Room cleaning service fee,Housing
Flight booking for vacation,Transportation
Auto rickshaw fare to college,Transportation
Bonds purchase,Investments
Ice cream at Naturals,Food
Prize money from competition,Income
Flight booking to Goa,Travel
Taxi fare to airport,Travel
Flight booking to Goa,Travel
Room cleaning service fee,Housing
Travel guidebook purchase,Travel
Shoes from Nike,Shopping
Sunglasses from Ray-Ban,Personal Spending
Monthly savings deposit,Saving & Debt
Mutual fund investment,Saving & Debt
Bus pass recharge,Transportation
Ordered food from Zomato,Food
Flight booking for vacation,Transportation
Water bill for hostel,Housing
Bus ticket to hometown,Travel
Furniture from Pepperfry,Shopping
Bus ticket to hometown,Travel
Anniversary gift for parents,Gifts
COVID-19 test fee,Healthcare
Amusement park entry fee,Recreation
Bought shoes from Myntra,Personal Spending
Sports equipment purchase,Shopping
Donation to charity,Gifts
Cashback received from Amazon,Income
Weekend trip to Goa,Recreation
Room cleaning service fee,Housing
Water cooler refill,Utilities
Dinner at a local dhaba,Food
COVID-19 test fee,Healthcare
Ayurvedic treatment payment,Healthcare
Gift from relative,Income
ATM withdrawal fee,Miscellaneous
Monthly allowance from parents,Income
Sports event tickets,Recreation
Weekend trip to Goa,Recreation
Freelance project payment,Income
Baby shower gift,Gifts
Gold purchase,Saving & Debt
LPG bill payment,Utilities
Real estate investment,Investments
Bus ticket to hometown,Travel
Home decor items,Shopping
Bus pass recharge,Transportation
Cable TV subscription fee,Utilities
Internet bill payment,Utilities
Term insurance premium,Insurance
Housewarming gift,Gifts
Online shopping on Flipkart,Personal Spending
Clothes from Myntra,Shopping
Tea and snacks at tapri,Food
Paid college tuition fees,Education
Uber ride to friend's place,Transportation
Broadband bill payment,Utilities
Bowling alley charges,Recreation
Movie tickets at PVR,Recreation
Farewell gift for colleague,Gifts
Mobile recharge for prepaid plan,Utilities
Broadband bill payment,Utilities
Thank you gift for teacher,Gifts
Perfume purchase from Nykaa,Personal Spending
Cryptocurrency investment,Investments
Fuel for bike,Transportation
Accidental insurance for college,Insurance
Invested in mutual funds,Investments
Yoga class payment,Healthcare
Yoga class payment,Healthcare
Part-time job salary,Income
Movie tickets at PVR,Recreation
Accessories from Flipkart,Shopping
ATM withdrawal fee,Miscellaneous
Physiotherapy session fee,Healthcare
Invested in mutual funds,Investments
Doctor's consultation fee,Healthcare
ETF investment,Investments
Security deposit for new room,Housing
Freelance project payment,Income
Workshop registration fee,Education
Farewell gift for colleague,Gifts
Uber ride to friend's place,Transportation
Online course subscription,Education
Invested in mutual funds,Investments
Dividend from stocks,Income
Home insurance premium,Insurance
Metro card top-up,Transportation
Monthly savings deposit,Saving & Debt
Dinner at a local dhaba,Food
Paid hostel fees,Housing
Bought shoes from Myntra,Personal Spending
Scholarship received,Income
Paid college tuition fees,Education
Groceries from local store,Food
Security deposit for new room,Housing
Thank you gift for teacher,Gifts
Weekend trip to Goa,Recreation
Online course subscription,Education
Travel insurance payment,Travel
Educational software purchase,Education
Gift for friend's birthday,Personal Spending
Health supplement purchase,Healthcare
Broadband bill payment,Utilities
Stationery purchase for college,Education
Internet bill payment,Utilities
Car insurance payment,Insurance
Watch purchase from Titan,Personal Spending
COVID-19 test fee,Healthcare
Water bill for hostel,Housing
Electronics from Amazon,Shopping
Diwali gift for family,Gifts
Bike insurance renewal,Insurance
Postpaid mobile bill payment,Utilities
Café hangout with friends,Recreation
Seminar registration fee,Education
Furniture from Pepperfry,Shopping
Sightseeing tour fee,Travel
Groceries from local store,Food
Hotel booking for trip,Travel
Education loan EMI,Saving & Debt
Bought stocks on Groww,Investments
Bank service charge,Miscellaneous
Netflix subscription renewal,Recreation
Parking fee at mall,Transportation
Bicycle repair charges,Transportation
Ola ride to railway station,Transportation
Festival gift for relatives,Gifts
Water cooler refill,Utilities
Video game purchase,Recreation
Online shopping on Flipkart,Personal Spending
Health insurance premium,Insurance
Café hangout with friends,Recreation
Paid hostel fees,Housing
Medical insurance for family,Insurance
Furniture purchase for room,Housing
Term insurance premium,Insurance
Flight booking to Goa,Travel
Electricity bill for shared apartment,Utilities
Gym membership fee,Healthcare
Street food at local market,Food
Courier service fee,Miscellaneous
Hotel booking for trip,Travel
Video game purchase,Recreation
ATM withdrawal fee,Miscellaneous
Flight booking to Goa,Travel
Travel insurance for trip,Insurance
Gadgets from Croma,Shopping
Café hangout with friends,Recreation
Thank you gift for teacher,Gifts
Concert tickets for Arijit Singh,Recreation
Project material purchase,Education
Sunglasses from Ray-Ban,Personal Spending
Fuel for bike,Transportation
Haircut at local salon,Personal Spending
Canteen lunch at college,Food
Ola ride to railway station,Transportation
Metro card top-up,Transportation
Gift from relative,Income
Online shopping on Flipkart,Personal Spending
Two-wheeler insurance payment,Insurance
Home insurance premium,Insurance
Birthday gift for friend,Gifts
Eye checkup at optician,Healthcare
Accidental insurance for college,Insurance
Uber ride to friend's place,Transportation
ATM withdrawal fee,Miscellaneous
Bicycle repair charges,Transportation
Yoga class payment,Healthcare
Travel guidebook purchase,Travel
Farewell gift for colleague,Gifts
Bowling alley charges,Recreation
Monthly allowance from parents,Income
Dividend from stocks,Income
Tea and snacks at tapri,Food
Project material purchase,Education
Watch purchase from Titan,Personal Spending
Parking fee at mall,Miscellaneous
Medicines from local pharmacy,Healthcare
Travel insurance payment,Travel
Kitchen appliances purchase,Shopping
Dividend from stocks,Income
Internet bill payment,Utilities
Paid college tuition fees,Education
Groceries from local store,Shopping
Travel guidebook purchase,Travel
Real estate investment,Investments
Ola ride to railway station,Transportation
Kitchen appliances purchase,Shopping
Room cleaning service fee,Housing
Diwali gift for family,Gifts
Project material purchase,Education
Started a SIP in Nifty 50,Investments
Loan repayment to friend,Saving & Debt
Bicycle repair charges,Transportation
Festival gift for relatives,Gifts
Library membership fee,Education
Scholarship received,Income
Exam fee payment,Education
Taxi fare to airport,Travel
Video game purchase,Recreation
Invested in mutual funds,Investments
Term insurance premium,Insurance
Sports equipment purchase,Shopping
Paid hostel fees,Housing
Laundry service payment,Housing
Gym membership fee,Healthcare
Water bill for hostel,Housing
COVID-19 test fee,Healthcare
Dividend from stocks,Income
Room cleaning service fee,Housing
Paid college tuition fees,Education
ATM withdrawal fee,Miscellaneous
Backpack purchase for trip,Travel
Parking fee at mall,Miscellaneous
Ordered food from Zomato,Food
LPG bill payment,Utilities
Water cooler refill,Utilities
Perfume purchase from Nykaa,Personal Spending
Peer-to-peer lending,Investments
Juice from fruit vendor,Food
Gadgets from Croma,Shopping
Gym membership fee,Healthcare
Cable TV subscription fee,Utilities
Term insurance premium,Insurance
Purchased gold coins,Investments
Donation to charity,Miscellaneous
Online course subscription,Education
Diwali gift for family,Gifts
Online course subscription,Education
Festival gift for relatives,Gifts
Weekend trip to Goa,Recreation
Sports event tickets,Recreation
Furniture from Pepperfry,Shopping
New clothes from local market,Personal Spending
Recurring deposit payment,Saving & Debt
Donation to charity,Gifts
Online course subscription,Education
Weekend trip to Goa,Recreation
Clothes from Myntra,Shopping
Juice from fruit vendor,Food
Auto rickshaw fare to college,Transportation
Juice from fruit vendor,Food
Furniture purchase for room,Housing
Piggy bank savings,Saving & Debt
Monthly allowance from parents,Income
Credit card payment,Saving & Debt
Train ticket to Delhi,Travel
Internet bill for PG,Housing
Postpaid mobile bill payment,Utilities
Recurring deposit payment,Saving & Debt
Street food at local market,Food
Monthly allowance from parents,Income
Bought textbooks,Education
Piggy bank savings,Saving & Debt
Broadband bill payment,Utilities
Library membership fee,Education
Mutual fund investment,Saving & Debt
Uber ride to friend's place,Transportation
Furniture purchase for room,Housing
Paid college tuition fees,Education
Backpack purchase for trip,Travel
Ola ride to railway station,Transportation
Purchased gold coins,Investments
Gift from relative,Income
Ola ride to railway station,Transportation
Concert tickets for Arijit Singh,Recreation
Groceries from local store,Food
Baby shower gift,Gifts
Train ticket to hometown,Transportation
Amusement park entry fee,Recreation
Real estate investment,Investments
Electricity bill for shared apartment,Utilities
Medical insurance for family,Insurance
Auto rickshaw fare to college,Transportation
Home insurance premium,Insurance
Monthly savings deposit,Saving & Debt
Groceries from local store,Food
Monthly allowance from parents,Income
Music concert tickets,Recreation
Hotel booking for trip,Travel
Ice cream at Naturals,Food
Bonds purchase,Investments
Taxi fare to airport,Travel
Breakfast at college canteen,Food
Paid college tuition fees,Education
Café hangout with friends,Recreation
Water cooler refill,Utilities
Scholarship received,Income
Education loan EMI,Saving & Debt
Started a SIP in Nifty 50,Investments
Canteen lunch at college,Food
Farewell gift for colleague,Gifts
Gadgets from Croma,Shopping
Room cleaning service fee,Housing
Doctor's consultation fee,Healthcare
Piggy bank savings,Saving & Debt
Canteen lunch at college,Food
Travel insurance payment,Travel
Donation to charity,Miscellaneous
Broadband bill payment,Utilities
Perfume purchase from Nykaa,Personal Spending
Gift from relative,Income
Clothes from Myntra,Shopping
Concert tickets for Arijit Singh,Recreation
Gift from relative,Income
Stationery purchase for college,Miscellaneous
Weekend trip to Goa,Recreation
Anniversary gift for parents,Gifts
Started a SIP in Nifty 50,Investments
Mutual fund investment,Saving & Debt
Groceries from local store,Food
Auto rickshaw fare to college,Transportation
DTH recharge,Utilities
Medicines from local pharmacy,Healthcare
Ordered food from Zomato,Food
Ola ride to railway station,Travel
Concert tickets for Arijit Singh,Recreation
Gas cylinder refill,Utilities
COVID-19 test fee,Healthcare
LPG bill payment,Utilities
Furniture from Pepperfry,Shopping
Electricity bill for shared apartment,Housing
Video game purchase,Recreation
Sightseeing tour fee,Travel
Water cooler refill,Utilities
Gas cylinder refill,Utilities
Concert tickets for Arijit Singh,Recreation
Bicycle repair charges,Transportation
Mobile recharge for prepaid plan,Utilities
Flight booking for vacation,Transportation
